KIC	consensus	evol-1	evol-2	evol-3	evol-4	spectroscopic
8556078	RGB	RGB	RGB	RGB	U	RGB(S)
8557457	RGB	RGB	RGB	RGB	U	RGB(S)
8558329	RGB	RGB	RGB	RGB	U	RGB(S)
8558629	RC	RC	RC	RC	RC	RC(S)
8558633	RC	RC	RC	RC	RC	RC(S)
8560280	RGB	RGB	RGB	RGB	RGB	RGB(S)
8561126	RC	RC	RC	RC	RC	RC(S)
8561202	RGB	RGB	RGB	RGB	RGB	RGB(S)
8561216	RGB	RGB	RGB	RGB	RGB	RGB(S)
8561238	2CL	RC	RC	2CL	2CL	RC(S)
8564559	RC	RC	RC	RC	RC	RC(S)
8564966	RGB	RGB	RGB	RGB	RGB	RGB(S)
8565016	RGB	RGB	RGB	RGB	RGB	RGB(S)
8565159	RC	RC	RC	RC	RC	RC(S)
8569885	U	RC	?	U	U	RC(S)
8569991	RGB	U	RC	RGB	RGB	RGB(S)
8570577	RC	RC	RC	RC	RC	RC(S)
8572242	RC/U	U	RC	RC	U	RC(S)
8573783	2CL	RC	RC	2CL	2CL	RGB(S)
8573846	U	RGB	RC	2CL	RGB	RGB(S)
8574234	RGB	check	RGB	RGB	RGB	RGB(S)
8575147	RC/2CL	RC	RC	2CL	RGB	RC(S)
8579095	RGB	RGB	RC	RGB	RGB	RGB(S)
8579328	RGB	RGB	RGB	RGB	RGB	RGB(S)
8580402	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
8580595	RC	RC	RC	RC	RC	RC(S)
8583313	RGB	RGB	RGB	RGB	RGB	RGB(S)
8583586	RC/U	U	RC	RC	U	RC(S)
8584513	RC/2CL	RC	RC	2CL	U	RC(S)
8586983	RGB	RGB	RGB	RGB	RGB	UpperRGB
8587329	RGB	RGB	RGB	RGB	RGB	RGB(S)
8587948	2CL	RC	RC	2CL	2CL	RC(S)
8589163	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
8590270	U	?	?	U	U	RGB(S)
8590577	2CL/U	U	RC	2CL	U	RGB(S)
8590920	RGB	RGB	RGB	RGB	RGB	RGB(S)
8590931	RGB	RGB	RGB	RGB	U	RGB(S)
8591738	RC	RC	RC	RC	U	RC(S)
8605197	RGB	RGB	RGB	RGB	RGB	RGB(S)
8607365	RGB	RGB	RC	RGB	RGB	RGB(S)
8607581	RC	RC	RC	RC	RC	RC(S)
8607620	RC	RC	RC	RC	RC	RC(S)
8607720	RGB	RGB	RGB	RGB	RGB	RGB(S)
8609482	RGB	RGB	RGB	RGB	RGB	RGB(S)
8609704	RGB	U	RGB	RGB	RGB	UpperRGB
8610579	RGB/AGB	U	RC	AGB	RGB	RC(S)
8611114	RC	RC	RC	RC	RC	RC(S)
8611369	RC	RC	RC	RGB	RC	RC(S)
8611394	RGB	RGB	RGB	RGB	RGB	RGB(S)
8611833	RC	RC	RC	RC	RC	RC(S)
8612241	RGB	RGB	RGB	RGB	RGB	RC(S)
8612393	RGB	RGB	RGB	RGB	RGB	RGB(S)
8612480	RGB	RGB	RGB	RGB	RGB	RGB(S)
8612481	RGB	RGB	?	RGB	RGB	RGB(S)
8612520	RGB	RGB	RC	RGB	U	RGB(S)
8612585	RGB	RGB	RGB	RGB	U	RGB(S)
8612811	RC	RC	RC	RC	RC	RC(S)
8613105	RGB	RGB	RGB	RGB	RGB	RGB(S)
8613120	RGB	RGB	RGB	RGB	RGB	RGB(S)
8613617	RGB	RGB	RGB	RGB	RGB	RGB(S)
8616844	RC	RC	RC	RC	RC	RC(S)
8617169	2CL	RC	RC	2CL	2CL	RC(S)
8617244	RGB	RGB	RGB	RGB	U	RC(S)
8617695	RGB	RGB	RGB	RGB	U	notDone
8617711	RGB	RGB	RGB	RGB	RGB	RGB(S)
8618510	RC	RC	RC	RC	RC	RC(S)
8618560	RGB	RGB	RGB	RGB	RGB	RGB(S)
8618653	RC	RC	RC	RC	RC	RC(S)
8618934	RGB	RGB	RGB	RGB	RGB	RGB(S)
8619048	RGB	RGB	RGB	RGB	RGB	RGB(S)
8619322	RC/2CL	RC	RC	2CL	RGB	RC(S)
8620380	RGB	RGB	RGB	RGB	RGB	RGB(S)
8620449	RC	RC	RC	RC	RC	RC(S)
8620872	RGB	RGB	RC	RGB	RGB	RGB(S)
8621445	RGB	RGB	RGB	RGB	U	RGB(S)
8622860	2CL	RC	RC	2CL	2CL	RC(S)
8623565	RGB	RGB	RGB	RGB	RGB	RGB(S)
8623829	RC/2CL	RC	RC	2CL	U	RC(S)
8623850	RGB	RGB	RGB	RGB	RGB	RGB(S)
8624143	RGB	RGB	RGB	RGB	RGB	RGB(S)
8624155	2CL	RC	RC	2CL	2CL	RC(S)
8628585	RC	RC	RC	RC	RC	RC(S)
8629927	RC	RC	RC	RC	RC	RC(S)
8630006	RC	RC	RC	RC	RC	RC(S)
8630783	RGB	RGB	RC	RGB	RGB	RGB(S)
8635595	U	RGB	?	U	U	DWARF
8635922	RC/2CL	RC	RC	2CL	U	RC(S)
8636389	RGB	RGB	RGB	RGB	RGB	RGB(S)
8643811	RGB	U	RGB	RGB	RGB	UpperRGB
8647660	U	RGB	RGB	RGB	U	RGB(S)
8648671	RC/2CL	RC	RC	2CL	U	RC(S)
8649099	U	RC	RC	U	U	RC(S)
8653471	RGB	RGB	RGB	RGB	RGB	RGB(S)
8654220	RGB	RGB	?	RGB	RGB	RGB(S)
8654400	RGB	RGB	RC	RGB	RGB	RGB(S)
8669282	RC	RC	RC	RC	RC	RC(S)
8671819	RC	RC	RC	RC	RC	RC(S)
8673221	RC	RC	RC	RGB	RC	RC(S)
8674172	RGB	RGB	RGB	RGB	RGB	RGB(S)
8674581	RC	RC	RC	RC	RC	RC(S)
8675106	RGB	RGB	RC	RGB	RGB	RGB(S)
8675789	RGB	RGB	RGB	RGB	RGB	RGB(S)
8675826	RC	RC	RC	RC	RC	RC(S)
8675885	RGB	RGB	RGB	RGB	U	RGB(S)
8675975	RGB	RGB	RGB	RGB	RGB	RGB(S)
8676094	U	RC	RC	RGB	U	RC(S)
8676240	RC	RC	RC	RC	U	RC(S)
8676738	U	RGB	RGB	RGB	U	RGB(S)
8676927	RC	RC	RC	RC	RC	RC(S)
8676988	RC	RC	RC	RC	RC	RC(S)
8677342	RGB	RGB	RC	RGB	RGB	RGB(S)
8677701	RGB	RGB	RGB	RGB	U	RGB(S)
8678018	RC	RC	RC	RC	RC	RC(S)
8681963	RGB	RGB	RGB	RGB	U	RGB(S)
8682462	RC	RC	RC	RC	U	RC(S)
8683589	RGB	RGB	RGB	RGB	RGB	UpperRGB
8683779	RC/U	U	RC	RC	U	RC(S)
8684542	RGB	RGB	RC	RGB	RGB	RGB(S)
8684860	RGB	RGB	RGB	RGB	RGB	RGB(S)
8685978	RGB	RGB	RGB	RGB	RGB	RGB(S)
8686058	RC	RC	RC	RC	RC	RC(S)
8686389	RC	RC	RC	RC	RGB	RC(S)
8686904	RGB	RGB	RC	RGB	RGB	RGB(S)
8687248	RGB	RGB	RC	RGB	RGB	RGB(S)
8688421	RGB	RGB	RGB	RGB	RGB	RC(S)
8689270	RGB	RGB	RGB	RGB	RGB	RGB(S)
8689522	RC	RC	RC	RC	RC	RC(S)
8689599	RC	RC	RC	RC	RC	RC(S)
8689860	RGB	RGB	RGB	RGB	RGB	UpperRGB
8690009	RC	RC	RC	RC	RC	RC(S)
8693004	RGB	RGB	RGB	RGB	U	RGB(S)
8693018	2CL	RC	RC	2CL	2CL	RC(S)
8694481	RGB	RGB	RGB	RGB	U	RGB(S)
8695243	RC	RC	RC	RC	U	RC(S)
8696035	RC	RC	RC	RC	U	RC(S)
8697068	RGB	RGB	RGB	RGB	RGB	RGB(S)
8701081	RGB	RGB	RGB	RGB	RGB	RGB(S)
8701893	RC	RC	RC	RC	RC	RC(S)
8702088	RGB	RGB	RGB	RGB	RGB	UpperRGB
8702863	RGB	RGB	RC	RGB	RGB	RGB(S)
8703041	RGB	RGB	RC	RGB	U	RC(S)
8703146	RGB	U	RC	RGB	RGB	RGB(S)
8707667	RC	RC	RC	RC	RC	RC(S)
8707850	RGB	RGB	RGB	U	RGB	UpperRGB
8708650	2CL	RC	RC	2CL	2CL	RC(S)
8708654	U	U	RC	2CL	RGB	RC(S)
8710336	RGB/AGB	RGB	?	AGB	U	DWARF
8712103	RGB	RGB	RGB	RGB	RGB	UpperRGB
8718274	U	RGB	RGB	U	U	UpperRGB
8718745	RGB	RGB	RGB	RGB	RGB	RGB(S)
8719476	RGB	RGB	RGB	RGB	U	RGB(S)
8736415	RGB	RGB	RGB	RGB	RGB	UpperRGB
8737032	RGB	RGB	RGB	RGB	U	RGB(S)
8737047	RGB	RGB	RGB	RGB	RGB	RGB(S)
8738333	RGB	RGB	RGB	RGB	RGB	RGB(S)
8738537	RGB	RGB	RGB	RGB	RGB	RGB(S)
8738834	RC	RC	RC	RC	RC	RC(S)
8738980	RC	RC	RC	RC	U	RGB(S)
8739118	RC/U	U	RC	RC	U	RC(S)
8740476	RC	RC	RC	RC	RC	RC(S)
8741733	RC	RC	RC	RC	RC	RC(S)
8742013	U	RGB	RGB	RC	U	RGB(S)
8742229	RGB	RGB	RGB	RGB	RGB	RGB(S)
8742545	RGB	RGB	RGB	RGB	RGB	RGB(S)
8742874	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
8746146	RC	RC	RC	RC	RC	RC(S)
8746222	RC	RC	RC	RC	RC	RC(S)
8746834	RGB	RGB	RGB	RGB	RGB	RGB(S)
8747415	RGB	RGB	RGB	RGB	RGB	RGB(S)
8747442	RGB	RGB	RC	RGB	RGB	RGB(S)
8748278	RC	RC	RC	RC	RC	RC(S)
8748406	RGB	RGB	RGB	RGB	U	RGB(S)
8748436	U	RGB	RC	2CL	U	RGB(S)
8748869	RGB	RGB	RGB	RGB	U	RGB(S)
8751733	RC	RC	RC	RC	RC	RC(S)
8752893	RGB	RGB	RGB	RGB	RGB	RGB(S)
8753234	RC/2CL	RC	RC	2CL	RC	RC(S)
8753927	RGB	RGB	RGB	RGB	U	RGB(S)
8754155	RC	RC	RC	RC	RC	RC(S)
8754274	RGB	RGB	RC	RGB	RGB	RGB(S)
8757215	RC	RC	RC	RC	RC	RC(S)
8758700	RC	RC	RC	RC	RC	RC(S)
8759207	RC/2CL	RC	RC	2CL	RGB	RC(S)
8759746	RC	RC	RC	RC	RC	RC(S)
8759811	RC/2CL	RC	RC	2CL	RC	RC(S)
8761471	RC	RC	RC	RC	RC	RC(S)
8766846	RGB	RGB	RGB	RGB	RGB	RGB(S)
8771414	RC	check	RC	RC	RC	RC(S)
8776159	RGB	RGB	RGB	RGB	RGB	UpperRGB
8779107	RGB/AGB	U	RGB	AGB	RGB	UpperRGB
8780467	2CL	RC	RC	U	2CL	RC(S)
8782196	RGB	RGB	RGB	RGB	RGB	RGB(S)
8802374	RGB	RGB	RGB	RGB	U	RGB(S)
8803207	RGB	RGB	RGB	RGB	RGB	UpperRGB
8803432	RC	RC	RC	RC	RC	RC(S)
8803615	RC	RC	RC	RGB	RC	RC(S)
8804395	RC	RC	RC	RC	RGB	RC(S)
8804886	RC	RC	RC	RC	RC	RC(S)
8805565	RGB	RGB	RGB	RGB	U	RGB(S)
8805632	RGB	RGB	RGB	RGB	U	RGB(S)
8805663	RC/2CL	RC	RC	RC	2CL	RC(S)
8806231	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
8812397	RGB	RGB	RGB	RGB	RGB	RGB(S)
8812919	RGB	RGB	RGB	RGB	U	RGB(S)
8813509	RC	RC	RC	RC	RC	RC(S)
8813618	RGB	RGB	RGB	RGB	RGB	RGB(S)
8813727	RC/2CL	RC	RC	RC	2CL	RC(S)
8814586	RC	RC	RC	RC	RC	RC(S)
8815290	RGB	RGB	RC	RGB	U	RGB(S)
8815404	RGB	RGB	RC	RGB	RGB	RGB(S)
8816007	RGB	RGB	RGB	RGB	RGB	RGB(S)
8816437	RGB	RGB	RGB	RGB	RGB	RGB(S)
8817343	RGB	RGB	RGB	RGB	RGB	RGB(S)
8817365	RC	RC	RC	RGB	RC	RC(S)
8818252	U	RC	RC	U	RGB	RC(S)
8822689	U	RGB	RC	2CL	U	RC(S)
8822878	RC	RC	RC	RC	RC	RC(S)
8824235	RC	RC	RC	RC	RC	RC(S)
8824264	RC	RC	RC	RC	RC	RC(S)
8824452	RGB	RGB	RGB	RGB	RGB	RGB(S)
8824732	RGB	RGB	RGB	RGB	RGB	RGB(S)
8825444	2CL	RC	RC	2CL	2CL	RC(S)
8826079	RC	RC	RC	RC	RC	RC(S)
8826496	RC	RC	RC	RC	RC	RC(S)
8827367	RGB	RGB	RGB	RGB	U	RGB(S)
8827622	RC	RC	?	U	RC	RGB(S)
8827646	RC	RC	RC	RC	RC	RC(S)
8827659	RGB	RGB	RC	RGB	RGB	RGB(S)
8827853	RGB	RGB	RGB	RGB	RGB	RGB(S)
8827934	U	U	RC	2CL	RGB	RGB(S)
8836830	RGB	RGB	RGB	RGB	RGB	RGB(S)
8838230	RGB	RGB	RGB	RGB	RGB	RGB(S)
8838450	RGB	U	RGB	RGB	RGB	RGB(S)
8839028	RC	RC	RC	RC	U	RC(S)
8840004	RGB	RGB	RGB	RGB	RGB	UpperRGB
8840992	RGB	RGB	RC	RGB	RGB	RGB(S)
8843610	RC	RC	RC	RC	RC	RC(S)
8843835	RGB	RGB	RGB	RGB	RGB	UpperRGB
8844362	RGB	RGB	RGB	RGB	U	UpperRGB
8845313	U	check	RGB	RC	U	RGB(S)
8845321	RC	RC	RC	RC	RC	RC(S)
8845361	RGB	RGB	RGB	U	RGB	UpperRGB
8846187	RC	RC	RC	RC	RC	RC(S)
8846245	RC/U	U	RC	RC	U	RC(S)
8848288	RGB	RGB	RC	RGB	U	RGB(S)
8866716	RGB	RGB	RGB	RGB	U	RGB(S)
8866860	RGB	RGB	RGB	RGB	RGB	RGB(S)
8867740	RGB	RGB	RGB	RGB	RGB	UpperRGB
8868800	RC	RC	RC	RC	RC	RC(S)
8868869	U	U	RC	U	RC	RC(S)
8868929	RC/U	U	RC	RC	U	RC(S)
8869611	RGB	check	RGB	RGB	RGB	RGB(S)
8870432	RC	RC	RGB	U	RC	RC(S)
8870850	RGB	RGB	RGB	RGB	U	RGB(S)
8872046	RGB	RGB	RC	RGB	RGB	RGB(S)
8872709	RC	RC	RC	RC	RC	RC(S)
8872979	2CL	RC	RC	2CL	2CL	RC(S)
8873797	RC	RC	RC	RC	RC	RC(S)
8878424	RGB	RGB	RGB	RGB	RGB	RGB(S)
8879369	RGB	RGB	RGB	RGB	RGB	RGB(S)
8879491	U	U	RC	U	2CL	RC(S)
8879518	RC	RC	RC	RC	RC	RGB(S)
8879938	RGB	RGB	RC	RGB	RGB	RGB(S)
8880420	RGB	RGB	RGB	RGB	RGB	RGB(S)
8888925	RC	RC	RC	RC	RC	RC(S)
8890410	2CL	RC	RC	2CL	2CL	RC(S)
8891957	RGB	RGB	RC	RGB	RGB	RC(S)
8896115	RGB	RGB	RGB	RGB	RGB	RGB(S)
8905921	RGB	RGB	RGB	RGB	RGB	UpperRGB
8906338	U	check	RC	U	RC	RC(S)
8907753	U	?	?	RGB	U	RGB(S)
8907943	RC	RC	RC	RC	RC	RC(S)
8909673	RC/U	U	RC	RC	U	RC(S)
8911558	RC	RC	RC	RC	RC	RC(S)
8914107	RGB	RGB	RGB	RGB	RGB	RGB(S)
8914297	RGB	RGB	RGB	RGB	RGB	RGB(S)
8914504	RC	RC	RC	RC	RC	RC(S)
8915481	RGB	check	RGB	RGB	RGB	UpperRGB
8916132	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
8934264	RGB	RGB	RGB	RGB	RGB	UpperRGB
8934853	RGB	RGB	?	RGB	U	RGB(S)
8935612	RC	RC	RC	RC	RC	RC(S)
8936084	RC	RC	RC	RC	RC	RC(S)
8936104	RC	RC	RC	RC	RC	RC(S)
8936339	U	check	RC	U	RC	RGB(S)
8936347	RGB	RGB	RC	RGB	RGB	RGB(S)
8936409	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
8936877	RGB	RGB	RGB	RGB	RGB	RGB(S)
8937073	RC	RC	RC	RC	U	RC(S)
8939889	RC	RC	RC	RC	RC	RC(S)
8939964	RC	RC	RC	RC	RC	RC(S)
8940098	RC	RC	RC	RC	RC	RC(S)
8940241	RC	RC	RC	RC	RC	RC(S)
8940851	RGB	RGB	RGB	RGB	RGB	UpperRGB
8941031	RC	U	RGB	RC	RC	RGB(S)
8941196	RGB	RGB	RC	RGB	RGB	RGB(S)
8941202	RC	RC	RC	RC	RC	RC(S)
8946471	RC	RC	RC	RC	RC	RC(S)
8946619	RC	RC	RC	RC	RC	RC(S)
8946818	RC	RC	RC	RC	RC	RC(S)
8947422	RC	RC	RC	RC	RC	RC(S)
8948403	RC	RC	RC	RC	RGB	RGB(S)
8948617	RGB	RGB	RGB	RGB	RGB	RGB(S)
8949653	RGB	RGB	RGB	RGB	RGB	UpperRGB
8949818	RGB	RGB	RGB	RGB	RGB	RGB(S)
8951178	RGB	RGB	RC	RGB	U	RC(S)
8951252	RC/U	U	RC	RC	U	RC(S)
8952278	U	RGB	RGB	RC	U	RGB(S)
8952952	RGB	RGB	RGB	RGB	RGB	UpperRGB
8953164	RGB	RGB	RGB	RGB	RGB	RGB(S)
8955683	RC	RC	RC	RC	RC	RC(S)
8957480	RGB	RGB	RGB	RGB	RGB	RGB(S)
8957543	RC	RC	RC	RC	RC	RC(S)
8957693	RGB	RGB	RGB	RGB	RGB	RGB(S)
8957928	RC	RC	RC	RC	RC	RC(S)
8957944	RGB	RGB	RGB	RGB	RGB	RGB(S)
8958065	RGB	RGB	RGB	RGB	RGB	RGB(S)
8959259	RGB	RGB	RC	RGB	RGB	RGB(S)
8959538	RC	RC	RC	RC	RC	RC(S)
8960083	RGB	RGB	RGB	RGB	RGB	RGB(S)
8961152	RGB	RGB	RGB	RGB	U	RGB(S)
8962109	RGB	RGB	RGB	RGB	RGB	RGB(S)
8962844	RC	RC	RC	RC	RC	RC(S)
8962923	2CL	RC	RC	2CL	2CL	RC(S)
8963972	RC	RC	RC	RC	U	RC(S)
8964218	RGB	RGB	RGB	RGB	RC	RGB(S)
8973228	RGB	RGB	RGB	RGB	RGB	RGB(S)
8973815	RGB	U	RGB	RGB	RGB	RGB(S)
8976283	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
8981783	RGB	RGB	RGB	RGB	RGB	RGB(S)
8983847	RGB	RGB	RC	RGB	U	RGB(S)
8984044	RC	RC	RC	RC	RC	RC(S)
8984355	RGB	RGB	RC	RGB	RGB	RGB(S)
8984984	RGB/AGB	U	RGB	AGB	RGB	UpperRGB
8985207	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
8985246	RGB	RGB	RGB	RGB	RGB	UpperRGB
9002344	U	RGB	RC	RGB	RC	RGB(S)
9002577	RGB	RGB	RGB	RGB	RGB	UpperRGB
9002777	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
9002805	RC/2CL	RC	RC	2CL	RGB	RC(S)
9002884	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
9003765	RGB	RGB	RGB	RGB	RGB	RGB(S)
9004448	RC	RC	RC	RC	U	RC(S)
9004818	RGB	RGB	RC	RGB	RGB	RGB(S)
9007080	RC	RC	RC	RC	RGB	RC(S)
9007718	RC	RC	RC	RC	RC	RC(S)
9008090	RC	RC	RC	RC	RC	RC(S)
9008236	RGB	RGB	RGB	RGB	RGB	RGB(S)
9008270	RC	RC	RC	RC	RC	RC(S)
9009158	RC	RC	RC	RC	RGB	RC(S)
9009175	RC	RC	RC	RC	RGB	RC(S)
9009403	RGB/AGB	U	RGB	AGB	RGB	UpperRGB
9009805	RGB	RGB	RGB	RGB	RGB	RGB(S)
9009957	RGB	RGB	RGB	RGB	RGB	RGB(S)
9012783	RGB	RGB	RC	RGB	U	RGB(S)
9015765	RGB	RGB	RGB	RGB	U	RC(S)
9016455	2CL	RC	RC	2CL	2CL	RC(S)
9016901	RC	RC	RC	U	RC	RC(S)
9018004	RC	RC	RC	RC	RC	RC(S)
9018909	RGB	RGB	RGB	RGB	RGB	RGB(S)
9019877	RGB	U	RC	RGB	RGB	RGB(S)
9020419	RC	RC	RC	RC	RC	RC(S)
9020943	RC	RC	RC	RC	RC	RC(S)
9021204	RGB	RGB	RGB	U	RGB	UpperRGB
9021464	2CL	RC	RGB	U	2CL	RC(S)
9021671	RGB	RGB	RGB	RC	RGB	RGB(S)
9021799	RC	RC	RC	RC	RC	RC(S)
9024483	RC	RC	RC	RC	RC	RC(S)
9024667	RC	U	RC	RC	RC	RC(S)
9025029	RC	RC	RC	RC	RC	RC(S)
9025216	RC	RC	RC	RC	RC	RC(S)
9025278	RGB	RGB	RGB	RGB	U	RGB(S)
9025447	RC	RC	RC	RC	RC	RC(S)
9025498	RGB	RGB	RGB	RGB	RGB	RGB(S)
9025882	RC	RC	RC	RC	RC	RC(S)
9026209	RGB	RGB	RGB	RGB	RGB	UpperRGB
9026308	RC	RC	RC	RC	RC	RC(S)
9027245	RGB	RGB	RGB	RGB	RGB	RGB(S)
9027635	RGB	RGB	RGB	RGB	RGB	RGB(S)
9027654	RC/U	U	RC	RC	U	RC(S)
9027871	RGB	RGB	RC	RGB	U	RGB(S)
9028321	RGB	RGB	RC	RGB	U	RGB(S)
9028511	RC	RC	RC	RC	RC	RC(S)
9028697	RGB	RGB	RGB	RGB	RGB	RGB(S)
9028880	RGB	RGB	RGB	RC	RGB	RGB(S)
9028967	RC	RC	RC	RC	RC	RC(S)
9029195	RC	RC	RC	U	RC	RC(S)
9029603	RGB	RGB	RC	RGB	U	RGB(S)
9030294	RC/U	U	RC	RC	U	RC(S)
9031798	RGB	check	RGB	RGB	RGB	RGB(S)
9032691	RC	RC	RC	RC	RC	RC(S)
9032713	RC	RC	RC	RC	RC	RC(S)
9034557	RC	RC	RC	RC	RC	RC(S)
9045025	RGB	RGB	RGB	U	RGB	RGB(S)
9048555	RGB	RGB	RGB	RGB	RGB	UpperRGB
9049147	RGB	U	RGB	RGB	RGB	RGB(S)
9049302	RGB	RGB	RGB	RGB	RGB	UpperRGB
9051516	RGB/AGB	U	RGB	AGB	RGB	UpperRGB
9071153	RGB	RGB	RC	RGB	RGB	RGB(S)
9071238	RGB	RGB	RGB	RGB	RGB	RGB(S)
9071489	RC	U	RC	RC	RC	RC(S)
9071650	RC	RC	RC	RC	RC	RC(S)
9071895	U	check	RC	RGB	RC	RC(S)
9072262	RGB	RGB	RGB	RGB	U	RGB(S)
9073950	U	?	?	RGB	U	RGB(S)
9074137	RGB	RGB	RGB	RGB	RGB	RGB(S)
9075225	RGB	RGB	RC	RGB	RGB	RGB(S)
9075872	RGB	RGB	RGB	RGB	RGB	RGB(S)
9076149	RC	RC	RC	RC	RC	RC(S)
9076584	RGB	RGB	RGB	RGB	RGB	RGB(S)
9076843	U	RGB	RGB	U	U	UpperRGB
9077453	RGB	RGB	RGB	RGB	RGB	RGB(S)
9077501	RC	RC	RC	RC	RC	RC(S)
9077844	RC	RC	?	RC	RC	RC(S)
9079904	RGB	RGB	RC	RGB	U	RGB(S)
9080175	RGB	RGB	RGB	RGB	RGB	RGB(S)
9080310	RGB	RGB	RGB	RGB	RGB	UpperRGB
9080407	RGB	RGB	RGB	RGB	U	RGB(S)
9080445	RC	RC	RC	RC	RC	RC(S)
9080606	RGB	RGB	RGB	RGB	RGB	RGB(S)
9084314	RGB	RGB	RGB	RGB	RGB	RGB(S)
9086060	RC	RC	RC	RC	U	RGB(S)
9086187	RGB	check	RGB	RGB	RGB	RGB(S)
9086216	RGB	RGB	RGB	RGB	RGB	RGB(S)
9086505	RC	RC	RC	RC	RC	RC(S)
9086653	RC	RC	RC	RC	RC	RGB(S)
9087870	RC	RC	RC	RC	RC	RC(S)
9088119	U	RGB	RC	RC	U	RC(S)
9091772	2CL	RC	RC	2CL	2CL	RC(S)
9093038	RC	RC	RC	RC	U	RC(S)
9096899	RC	RC	RC	RC	U	RC(S)
9097394	RC	RC	RC	RC	RC	RC(S)
9099712	RC	RC	RC	RC	RC	RC(S)
9100325	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
9100438	RC	RC	RC	RC	RC	RC(S)
9100444	RC/2CL	RC	RC	2CL	RC	RC(S)
9100548	RGB	check	RGB	RGB	RGB	RGB(S)
9108045	2CL	RC	RC	2CL	2CL	RC(S)
9109244	RGB	RGB	RGB	RGB	RGB	RGB(S)
9109546	RC/U	U	RC	RC	U	RC(S)
9109723	RC/2CL	RC	RC	2CL	U	RC(S)
9110060	RGB/AGB	U	RGB	AGB	RGB	UpperRGB
9112472	RC	RC	RC	RC	RC	RC(S)
9114414	RGB	RGB	RC	RGB	U	RGB(S)
9115334	2CL/U	U	RC	2CL	U	RGB(S)
9116434	RGB	RGB	RGB	RGB	U	RGB(S)
9119915	RGB	RGB	RGB	RGB	RGB	RGB(S)
9138411	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
9138553	RC	RC	RC	RC	U	RC(S)
9139859	RGB	RGB	RC	RGB	RGB	RGB(S)
9139970	RC	RC	RC	RC	RC	RC(S)
9140614	RGB	RGB	RGB	RGB	RGB	RGB(S)
9141198	RC/U	U	RC	RC	U	RC(S)
9142574	RC	RC	RC	RC	RC	RC(S)
9142768	RC	RC	RC	RC	RC	RC(S)
9143545	RC	RC	RC	RC	RC	RC(S)
9143834	RGB	RGB	RGB	RGB	RGB	UpperRGB
9143868	RC	RC	RC	RC	RC	RC(S)
9143924	RGB	RGB	RGB	U	RGB	UpperRGB
9145781	RGB	RGB	RGB	RGB	U	RGB(S)
9145861	RGB	RGB	RGB	RGB	RGB	RGB(S)
9145952	RC	RC	RC	RC	RC	RC(S)
9145955	RGB	RGB	RGB	RGB	RGB	RGB(S)
9146245	RGB	RGB	RC	RGB	RGB	RGB(S)
9146372	RGB	RGB	RGB	RGB	RGB	RGB(S)
9146423	RGB	RGB	RGB	RGB	RGB	UpperRGB
9147335	RC	RC	RC	RC	RC	RC(S)
9150095	U	RGB	RGB	RGB	U	RGB(S)
9150223	RC	RC	RC	RC	RC	RC(S)
9151007	U	RC	RGB	RGB	RC	RC(S)
9151578	RC	RC	RC	RC	RGB	RC(S)
9151763	RGB	RGB	RGB	RGB	RGB	UpperRGB
9152245	RGB	RGB	RGB	RGB	RGB	RGB(S)
9157260	RGB	RGB	RGB	RGB	U	RGB(S)
9158119	RGB	RGB	RGB	RGB	RGB	RGB(S)
9158981	RGB	RGB	RC	RGB	U	RGB(S)
9159227	RC	RC	RC	RC	RC	RC(S)
9159263	RC	RC	RC	RC	RC	RC(S)
9159375	RC	RC	RC	RC	RC	RC(S)
9160695	RGB	RGB	RGB	RC	RGB	RC(S)
9160995	RC	RC	RC	RC	RC	RC(S)
9161068	RGB	RGB	RGB	RGB	RGB	RGB(S)
9161150	RC	RC	RC	RC	RC	RC(S)
9161451	RGB	RGB	RGB	RGB	RGB	RGB(S)
9163153	RGB	RGB	RGB	RGB	RGB	RGB(S)
9163785	RGB	RGB	RGB	RGB	U	RGB(S)
9164696	RGB	RGB	RC	RGB	RGB	RGB(S)
9165879	RGB	RGB	RGB	RGB	U	RGB(S)
9166023	RGB	RGB	RGB	RGB	RGB	RGB(S)
9166070	RGB	RGB	RC	RGB	RGB	RGB(S)
9172292	RGB	RGB	RC	RGB	RGB	notDone
9173371	2CL	RC	RC	2CL	2CL	RC(S)
9176207	2CL	RC	RC	2CL	2CL	RC(S)
9176522	RGB	RGB	RGB	RGB	RGB	RGB(S)
9177726	RGB	RGB	RGB	RGB	RGB	UpperRGB
9180003	RGB	U	RC	RGB	RGB	RGB(S)
9182761	U	?	?	U	U	RGB(S)
